type,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
-1,4,47,26,27,00027.csv,0.8706721138479007,0.051465460084366386,0.15892627848896482
1,4,47,27,28,00028.csv,0.8706721138479007,0.051465460084366386,0.15892627848896482
-1,4,47,28,29,00029.csv,0.8608725066779153,0.051465460084366386,0.15892627848896482
0,24,47,29,30,00030.csv,0.8608725066779153,0.05592332970117246,0.17928727459295504
1,4,47,30,31,00031.csv,0.8608725066779153,0.05592332970117246,0.17928727459295504
0,24,47,31,32,00032.csv,0.8608725066779153,0.0521504596129095,0.16356958504125985
-1,4,47,32,33,00033.csv,0.8779839994687824,0.0521504596129095,0.16356958504125985
0,24,47,33,34,00034.csv,0.8779839994687824,0.060183236359304206,0.18306952107417276
1,4,47,34,35,00035.csv,0.8779839994687824,0.060183236359304206,0.18306952107417276
0,24,47,35,36,00036.csv,0.8779839994687824,0.05693301975073643,0.16902866292332674
-1,4,47,36,37,00037.csv,0.8778634350055854,0.05693301975073643,0.16902866292332674
1,4,47,37,38,00038.csv,0.8778634350055854,0.05693301975073643,0.16902866292332674
-1,4,47,38,39,00039.csv,0.8699394322878393,0.05693301975073643,0.16902866292332674
1,4,47,39,40,00040.csv,0.8699394322878393,0.05693301975073643,0.16902866292332674
-1,4,47,40,41,00041.csv,0.8631031417637836,0.05693301975073643,0.16902866292332674
1,4,47,41,42,00042.csv,0.8631031417637836,0.05693301975073643,0.16902866292332674
-1,4,47,42,43,00043.csv,0.8543060079180025,0.05693301975073643,0.16902866292332674
1,4,47,43,44,00044.csv,0.8543060079180025,0.05693301975073643,0.16902866292332674
-1,4,47,44,45,00045.csv,0.8437859881738657,0.05693301975073643,0.16902866292332674
0,24,47,45,46,00046.csv,0.8437859881738657,0.060540397261665435,0.19424455549920255
1,4,47,46,47,00047.csv,0.8437859881738657,0.060540397261665435,0.19424455549920255
0,24,47,47,48,00048.csv,0.8437859881738657,0.056464867288384867,0.17116766956920415
-1,4,47,48,49,00049.csv,0.8377644415426664,0.056464867288384867,0.17116766956920415
1,4,47,49,50,00050.csv,0.8377644415426664,0.056464867288384867,0.17116766956920415
-1,4,47,50,51,00051.csv,0.0,0.056464867288384867,0.17116766956920415
1,4,47,51,52,00052.csv,0.0,0.056464867288384867,0.17116766956920415
-1,4,47,52,53,00053.csv,0.8499045061010395,0.056464867288384867,0.17116766956920415
1,4,47,53,54,00054.csv,0.8499045061010395,0.056464867288384867,0.17116766956920415
-1,4,47,54,55,00055.csv,0.8263291371258308,0.056464867288384867,0.17116766956920415
1,4,47,55,56,00056.csv,0.8263291371258308,0.056464867288384867,0.17116766956920415
-1,4,47,56,57,00057.csv,0.8249291760871977,0.056464867288384867,0.17116766956920415
0,24,47,57,58,00058.csv,0.8249291760871977,0.06340143157949386,0.2000415434934816
1,4,47,58,59,00059.csv,0.8249291760871977,0.06340143157949386,0.2000415434934816
0,24,47,59,60,00060.csv,0.8249291760871977,0.05722455272480064,0.18468427862742717
-1,4,47,60,61,00061.csv,0.8153670983675496,0.05722455272480064,0.18468427862742717
1,4,47,61,62,00062.csv,0.8153670983675496,0.05722455272480064,0.18468427862742717
-1,4,47,62,63,00063.csv,0.8180472239032512,0.05722455272480064,0.18468427862742717
1,4,47,63,64,00064.csv,0.8180472239032512,0.05722455272480064,0.18468427862742717
-1,4,47,64,65,00065.csv,0.8070823914592157,0.05722455272480064,0.18468427862742717
1,4,47,65,66,00066.csv,0.8070823914592157,0.05722455272480064,0.18468427862742717
-1,4,47,66,67,00067.csv,0.8019510776263622,0.05722455272480064,0.18468427862742717
1,4,47,67,68,00068.csv,0.8019510776263622,0.05722455272480064,0.18468427862742717
-1,4,47,68,69,00069.csv,0.8011440943920147,0.05722455272480064,0.18468427862742717
0,24,47,69,70,00070.csv,0.8011440943920147,0.06526044653777141,0.2084939379852615
1,4,47,70,71,00071.csv,0.8011440943920147,0.06526044653777141,0.2084939379852615
0,24,47,71,72,00072.csv,0.8011440943920147,0.058888970956605835,0.19391804171522675
-1,4,47,72,73,00073.csv,0.7947943839074681,0.058888970956605835,0.19391804171522675
1,4,47,73,74,00074.csv,0.7947943839074681,0.058888970956605835,0.19391804171522675
-1,4,47,74,75,00075.csv,0.7963098606510329,0.058888970956605835,0.19391804171522675
1,4,47,75,76,00076.csv,0.7963098606510329,0.058888970956605835,0.19391804171522675
-1,4,47,76,77,00077.csv,0.7917902521284337,0.058888970956605835,0.19391804171522675
1,4,47,77,78,00078.csv,0.7917902521284337,0.058888970956605835,0.19391804171522675
-1,4,47,78,79,00079.csv,0.7830063909106346,0.058888970956605835,0.19391804171522675
1,4,47,79,80,00080.csv,0.7830063909106346,0.058888970956605835,0.19391804171522675
-1,4,47,80,81,00081.csv,0.7822127898668588,0.058888970956605835,0.19391804171522675
0,24,47,81,82,00082.csv,0.7822127898668588,0.06775224567298488,0.2069149531416078
1,4,47,82,83,00083.csv,0.7822127898668588,0.06775224567298488,0.2069149531416078
0,24,47,83,84,00084.csv,0.7822127898668588,0.06345091342273063,0.18527685901408875
-1,4,47,84,85,00085.csv,0.8159812370183638,0.06345091342273063,0.18527685901408875
0,24,47,85,86,00086.csv,0.8159812370183638,0.06342075190106633,0.2126316583494981
1,4,47,86,87,00087.csv,0.8159812370183638,0.06342075190106633,0.2126316583494981
0,24,47,87,88,00088.csv,0.8159812370183638,0.06208255413860928,0.18489633808511366
-1,4,47,88,89,00089.csv,0.8174973236566391,0.06208255413860928,0.18489633808511366
1,4,47,89,90,00090.csv,0.8174973236566391,0.06208255413860928,0.18489633808511366
-1,4,47,90,91,00091.csv,0.809439975202229,0.06208255413860928,0.18489633808511366
1,4,47,91,92,00092.csv,0.809439975202229,0.06208255413860928,0.18489633808511366
-1,4,47,92,93,00093.csv,0.8035216919816587,0.06208255413860928,0.18489633808511366
1,4,47,93,94,00094.csv,0.8035216919816587,0.06208255413860928,0.18489633808511366
-1,4,47,94,95,00095.csv,0.7943151731037456,0.06208255413860928,0.18489633808511366
1,4,47,95,96,00096.csv,0.7943151731037456,0.06208255413860928,0.18489633808511366
-1,4,47,96,97,00097.csv,0.7884167503553152,0.06208255413860928,0.18489633808511366
0,24,47,97,98,00098.csv,0.7884167503553152,0.06494304375136398,0.20733591984850494
1,4,47,98,99,00099.csv,0.7884167503553152,0.06494304375136398,0.20733591984850494
0,24,47,99,100,00100.csv,0.7884167503553152,0.06375698191502288,0.19921272037189588
-1,4,47,100,101,00101.csv,0.7840183880700462,0.06375698191502288,0.19921272037189588
1,4,47,101,102,00102.csv,0.7840183880700462,0.06375698191502288,0.19921272037189588
-1,4,47,102,103,00103.csv,0.7835619334484212,0.06375698191502288,0.19921272037189588
1,4,47,103,104,00104.csv,0.7835619334484212,0.06375698191502288,0.19921272037189588
-1,4,47,104,105,00105.csv,0.7733758794557062,0.06375698191502288,0.19921272037189588
1,4,47,105,106,00106.csv,0.7733758794557062,0.06375698191502288,0.19921272037189588
-1,4,47,106,107,00107.csv,0.7708185435748909,0.06375698191502288,0.19921272037189588
1,4,47,107,108,00108.csv,0.7708185435748909,0.06375698191502288,0.19921272037189588
-1,4,47,108,109,00109.csv,0.7680488732646895,0.06375698191502288,0.19921272037189588
0,24,47,109,110,00110.csv,0.7680488732646895,0.06749137928677311,0.2214395123237891
1,4,47,110,111,00111.csv,0.7680488732646895,0.06749137928677311,0.2214395123237891
0,24,47,111,112,00112.csv,0.7680488732646895,0.06652511757050641,0.19359392278123563
-1,4,47,112,113,00113.csv,0.7649339631909923,0.06652511757050641,0.19359392278123563
1,4,47,113,114,00114.csv,0.7649339631909923,0.06652511757050641,0.19359392278123563
-1,4,47,114,115,00115.csv,0.7624740567625412,0.06652511757050641,0.19359392278123563
1,4,47,115,116,00116.csv,0.7624740567625412,0.06652511757050641,0.19359392278123563
-1,4,47,116,117,00117.csv,0.7616473150452883,0.06652511757050641,0.19359392278123563
1,4,47,117,118,00118.csv,0.7616473150452883,0.06652511757050641,0.19359392278123563
-1,4,47,118,119,00119.csv,0.7589623774168325,0.06652511757050641,0.19359392278123563
1,4,47,119,120,00120.csv,0.7589623774168325,0.06652511757050641,0.19359392278123563
-1,4,47,120,121,00121.csv,0.753129934351133,0.06652511757050641,0.19359392278123563
0,24,47,121,122,00122.csv,0.753129934351133,0.06875485132711921,0.21257577225040714
1,4,47,122,123,00123.csv,0.753129934351133,0.06875485132711921,0.21257577225040714
0,24,47,123,124,00124.csv,0.753129934351133,0.06489076292650132,0.20208022544428406
-1,4,47,124,125,00125.csv,0.7570839066080894,0.06489076292650132,0.20208022544428406
1,4,47,125,126,00126.csv,0.7570839066080894,0.06489076292650132,0.20208022544428406
-1,4,47,126,127,00127.csv,0.7500047990451972,0.06489076292650132,0.20208022544428406
1,4,47,127,128,00128.csv,0.7500047990451972,0.06489076292650132,0.20208022544428406
-1,4,47,128,129,00129.csv,0.7514363902334951,0.06489076292650132,0.20208022544428406
1,4,47,129,130,00130.csv,0.7514363902334951,0.06489076292650132,0.20208022544428406
-1,4,47,130,131,00131.csv,0.7447796561001252,0.06489076292650132,0.20208022544428406
1,4,47,131,132,00132.csv,0.7447796561001252,0.06489076292650132,0.20208022544428406
-1,4,47,132,133,00133.csv,0.0,0.06489076292650132,0.20208022544428406
0,24,47,133,134,00134.csv,0.0,0.06787601703551865,0.21771478838507438
1,4,47,134,135,00135.csv,0.0,0.06787601703551865,0.21771478838507438
0,24,47,135,136,00136.csv,0.0,0.06549462966611554,0.20072656391378665
-1,4,47,136,137,00137.csv,0.7842623177718924,0.06549462966611554,0.20072656391378665
0,24,47,137,138,00138.csv,0.7842623177718924,0.06917131688669288,0.21029110664276984
1,4,47,138,139,00139.csv,0.7842623177718924,0.06917131688669288,0.21029110664276984
0,24,47,139,140,00140.csv,0.7842623177718924,0.06829497434320654,0.17838483157247273
-1,4,47,140,141,00141.csv,0.7890202513865723,0.06829497434320654,0.17838483157247273
1,4,47,141,142,00142.csv,0.7890202513865723,0.06829497434320654,0.17838483157247273
-1,4,47,142,143,00143.csv,0.7842169985890046,0.06829497434320654,0.17838483157247273
1,4,47,143,144,00144.csv,0.7842169985890046,0.06829497434320654,0.17838483157247273
-1,4,47,144,145,00145.csv,0.7776893993249606,0.06829497434320654,0.17838483157247273
1,4,47,145,146,00146.csv,0.7776893993249606,0.06829497434320654,0.17838483157247273
-1,4,47,146,147,00147.csv,0.7714087817488829,0.06829497434320654,0.17838483157247273
1,4,47,147,148,00148.csv,0.7714087817488829,0.06829497434320654,0.17838483157247273
-1,4,47,148,149,00149.csv,0.7662188549696427,0.06829497434320654,0.17838483157247273
0,24,47,149,150,00150.csv,0.7662188549696427,0.0724095972030899,0.2139656113488228
1,4,47,150,151,00151.csv,0.7662188549696427,0.0724095972030899,0.2139656113488228
0,24,47,151,152,00152.csv,0.7662188549696427,0.06967683856601962,0.19348241855262205
-1,4,47,152,153,00153.csv,0.7693520793345446,0.06967683856601962,0.19348241855262205
0,24,47,153,154,00154.csv,0.7693520793345446,0.07182744596722834,0.2060492409139995
1,4,47,154,155,00155.csv,0.7693520793345446,0.07182744596722834,0.2060492409139995
0,24,47,155,156,00156.csv,0.7693520793345446,0.06958742615587053,0.1963859977308065
-1,4,47,156,157,00157.csv,0.7743715876771066,0.06958742615587053,0.1963859977308065
1,4,47,157,158,00158.csv,0.7743715876771066,0.06958742615587053,0.1963859977308065
-1,4,47,158,159,00159.csv,0.7695593894586578,0.06958742615587053,0.1963859977308065
1,4,47,159,160,00160.csv,0.7695593894586578,0.06958742615587053,0.1963859977308065
-1,4,47,160,161,00161.csv,0.7626540334953867,0.06958742615587053,0.1963859977308065
1,4,47,161,162,00162.csv,0.7626540334953867,0.06958742615587053,0.1963859977308065
-1,4,47,162,163,00163.csv,0.7600551299539728,0.06958742615587053,0.1963859977308065
1,4,47,163,164,00164.csv,0.7600551299539728,0.06958742615587053,0.1963859977308065
-1,4,47,164,165,00165.csv,0.0,0.06958742615587053,0.1963859977308065
0,24,47,165,166,00166.csv,0.0,0.07314037742629034,0.19652827329753647
1,4,47,166,167,00167.csv,0.0,0.07314037742629034,0.19652827329753647
0,24,47,167,168,00168.csv,0.0,0.07027254447583361,0.19617597421280242
-1,4,47,168,169,00169.csv,0.798097240260054,0.07027254447583361,0.19617597421280242
0,24,47,169,170,00170.csv,0.798097240260054,0.06978477651567767,0.21274958321301196
1,4,47,170,171,00171.csv,0.798097240260054,0.06978477651567767,0.21274958321301196
0,24,47,171,172,00172.csv,0.798097240260054,0.07025647100135018,0.1949135987748632
-1,4,47,172,173,00173.csv,0.7898683180809761,0.07025647100135018,0.1949135987748632
1,4,47,173,174,00174.csv,0.7898683180809761,0.07025647100135018,0.1949135987748632
-1,4,47,174,175,00175.csv,0.783771266493265,0.07025647100135018,0.1949135987748632
1,4,47,175,176,00176.csv,0.783771266493265,0.07025647100135018,0.1949135987748632
-1,4,47,176,177,00177.csv,0.7781418694530252,0.07025647100135018,0.1949135987748632
1,4,47,177,178,00178.csv,0.7781418694530252,0.07025647100135018,0.1949135987748632
-1,4,47,178,179,00179.csv,0.7693871410826189,0.07025647100135018,0.1949135987748632
1,4,47,179,180,00180.csv,0.7693871410826189,0.07025647100135018,0.1949135987748632
-1,4,47,180,181,00181.csv,0.7685833335727813,0.07025647100135018,0.1949135987748632
0,24,47,181,182,00182.csv,0.7685833335727813,0.07172848850549103,0.210330873154063
1,4,47,182,183,00183.csv,0.7685833335727813,0.07172848850549103,0.210330873154063
0,24,47,183,184,00184.csv,0.7685833335727813,0.0704628436211972,0.20025451770640468
-1,4,45,0,185,00185.csv,0.7333190700851505,0.0704628436211972,0.20025451770640468
0,24,45,1,186,00186.csv,0.7333190700851505,0.07011202052328985,0.21965979410317416
1,4,45,2,187,00187.csv,0.7333190700851505,0.07011202052328985,0.21965979410317416
0,24,45,3,188,00188.csv,0.7333190700851505,0.06305622088706245,0.19425864381406804
-1,4,45,4,189,00189.csv,0.656458509549758,0.06305622088706245,0.19425864381406804
1,4,45,5,190,00190.csv,0.656458509549758,0.06305622088706245,0.19425864381406804
-1,4,45,6,191,00191.csv,0.6340305256583261,0.06305622088706245,0.19425864381406804
1,4,45,7,192,00192.csv,0.6340305256583261,0.06305622088706245,0.19425864381406804
-1,4,45,8,193,00193.csv,0.6195550360853864,0.06305622088706245,0.19425864381406804
1,4,45,9,194,00194.csv,0.6195550360853864,0.06305622088706245,0.19425864381406804
-1,4,45,10,195,00195.csv,0.6102737149646669,0.06305622088706245,0.19425864381406804
1,4,45,11,196,00196.csv,0.6102737149646669,0.06305622088706245,0.19425864381406804
-1,4,45,12,197,00197.csv,0.6013318435316988,0.06305622088706245,0.19425864381406804
0,24,45,13,198,00198.csv,0.6013318435316988,0.06912281049976692,0.20634247771054615
1,4,45,14,199,00199.csv,0.6013318435316988,0.06912281049976692,0.20634247771054615
0,24,45,15,200,00200.csv,0.6013318435316988,0.06294439622408232,0.1917538079199251
-1,4,45,16,201,00201.csv,0.584222566531583,0.06294439622408232,0.1917538079199251
0,24,45,17,202,00202.csv,0.584222566531583,0.06846117786207916,0.2032410662483989
1,4,45,18,203,00203.csv,0.584222566531583,0.06846117786207916,0.2032410662483989
0,24,45,19,204,00204.csv,0.584222566531583,0.06375809285620596,0.20279388397259224
-1,4,45,20,205,00205.csv,0.5979391803288663,0.06375809285620596,0.20279388397259224
1,4,45,21,206,00206.csv,0.5979391803288663,0.06375809285620596,0.20279388397259224
-1,4,45,22,207,00207.csv,0.5865439083560764,0.06375809285620596,0.20279388397259224
1,4,45,23,208,00208.csv,0.5865439083560764,0.06375809285620596,0.20279388397259224
-1,4,45,24,209,00209.csv,0.5874409057916394,0.06375809285620596,0.20279388397259224
1,4,45,25,210,00210.csv,0.5874409057916394,0.06375809285620596,0.20279388397259224
-1,4,45,26,211,00211.csv,0.5756638935098345,0.06375809285620596,0.20279388397259224
1,4,45,27,212,00212.csv,0.5756638935098345,0.06375809285620596,0.20279388397259224
-1,4,45,28,213,00213.csv,0.5768233552453143,0.06375809285620596,0.20279388397259224
0,24,45,29,214,00214.csv,0.5768233552453143,0.07019385888941061,0.21292295848385562
1,4,45,30,215,00215.csv,0.5768233552453143,0.07019385888941061,0.21292295848385562
0,24,45,31,216,00216.csv,0.5768233552453143,0.06422335604151494,0.20431819947135552
-1,4,45,32,217,00217.csv,0.5717170285700137,0.06422335604151494,0.20431819947135552
0,24,45,33,218,00218.csv,0.5717170285700137,0.07119809416848638,0.21028365738990776
1,4,45,34,219,00219.csv,0.5717170285700137,0.07119809416848638,0.21028365738990776
0,24,45,35,220,00220.csv,0.5717170285700137,0.06415453872569513,0.1856815057346941
-1,4,45,36,221,00221.csv,0.5851604510744506,0.06415453872569513,0.1856815057346941
1,4,45,37,222,00222.csv,0.5851604510744506,0.06415453872569513,0.1856815057346941
-1,4,45,38,223,00223.csv,0.5779679615866908,0.06415453872569513,0.1856815057346941
1,4,45,39,224,00224.csv,0.5779679615866908,0.06415453872569513,0.1856815057346941
-1,4,45,40,225,00225.csv,0.5681175449198749,0.06415453872569513,0.1856815057346941
1,4,45,41,226,00226.csv,0.5681175449198749,0.06415453872569513,0.1856815057346941
-1,4,45,42,227,00227.csv,0.562178183723727,0.06415453872569513,0.1856815057346941
1,4,45,43,228,00228.csv,0.562178183723727,0.06415453872569513,0.1856815057346941
-1,4,45,44,229,00229.csv,0.5598471313628566,0.06415453872569513,0.1856815057346941
0,24,45,45,230,00230.csv,0.5598471313628566,0.07145596635321007,0.22084036864981624
1,4,45,46,231,00231.csv,0.5598471313628566,0.07145596635321007,0.22084036864981624
0,24,45,47,232,00232.csv,0.5598471313628566,0.0655782376912343,0.2032238474511976
-1,4,45,48,233,00233.csv,0.55430215898756,0.0655782376912343,0.2032238474511976
1,4,45,49,234,00234.csv,0.55430215898756,0.0655782376912343,0.2032238474511976
-1,4,45,50,235,00235.csv,0.0,0.0655782376912343,0.2032238474511976
1,4,45,51,236,00236.csv,0.0,0.0655782376912343,0.2032238474511976
-1,4,45,52,237,00237.csv,0.5486140960090714,0.0655782376912343,0.2032238474511976
1,4,45,53,238,00238.csv,0.5486140960090714,0.0655782376912343,0.2032238474511976
-1,4,45,54,239,00239.csv,0.5473844810440527,0.0655782376912343,0.2032238474511976
1,4,45,55,240,00240.csv,0.5473844810440527,0.0655782376912343,0.2032238474511976
-1,4,45,56,241,00241.csv,0.5400556366439596,0.0655782376912343,0.2032238474511976
0,24,45,57,242,00242.csv,0.5400556366439596,0.07281900671775805,0.2045420311981158
1,4,45,58,243,00243.csv,0.5400556366439596,0.07281900671775805,0.2045420311981158
0,24,45,59,244,00244.csv,0.5400556366439596,0.06747698117334981,0.20814507354479989
-1,4,45,60,245,00245.csv,0.538199798824288,0.06747698117334981,0.20814507354479989
1,4,45,61,246,00246.csv,0.538199798824288,0.06747698117334981,0.20814507354479989
-1,4,45,62,247,00247.csv,0.5389460228461775,0.06747698117334981,0.20814507354479989
1,4,45,63,248,00248.csv,0.5389460228461775,0.06747698117334981,0.20814507354479989
-1,4,45,64,249,00249.csv,0.5417759323557422,0.06747698117334981,0.20814507354479989
1,4,45,65,250,00250.csv,0.5417759323557422,0.06747698117334981,0.20814507354479989
-1,4,45,66,251,00251.csv,0.5408100885329644,0.06747698117334981,0.20814507354479989
1,4,45,67,252,00252.csv,0.5408100885329644,0.06747698117334981,0.20814507354479989
-1,4,45,68,253,00253.csv,0.5347976351152374,0.06747698117334981,0.20814507354479989
0,24,45,69,254,00254.csv,0.5347976351152374,0.07254448628294893,0.2119353163014106
1,4,45,70,255,00255.csv,0.5347976351152374,0.07254448628294893,0.2119353163014106
0,24,45,71,256,00256.csv,0.5347976351152374,0.06719406982656095,0.20435582950226328
-1,4,45,72,257,00257.csv,0.5327032770033624,0.06719406982656095,0.20435582950226328
1,4,45,73,258,00258.csv,0.5327032770033624,0.06719406982656095,0.20435582950226328
-1,4,45,74,259,00259.csv,0.527158017877238,0.06719406982656095,0.20435582950226328
1,4,45,75,260,00260.csv,0.527158017877238,0.06719406982656095,0.20435582950226328
-1,4,45,76,261,00261.csv,0.5255633513128221,0.06719406982656095,0.20435582950226328
1,4,45,77,262,00262.csv,0.5255633513128221,0.06719406982656095,0.20435582950226328
-1,4,45,78,263,00263.csv,0.528953425707527,0.06719406982656095,0.20435582950226328
1,4,45,79,264,00264.csv,0.528953425707527,0.06719406982656095,0.20435582950226328
-1,4,45,80,265,00265.csv,0.52072408500263,0.06719406982656095,0.20435582950226328
0,24,45,81,266,00266.csv,0.52072408500263,0.07285842597024701,0.21362546683589292
1,4,45,82,267,00267.csv,0.52072408500263,0.07285842597024701,0.21362546683589292
0,24,45,83,268,00268.csv,0.52072408500263,0.06717189544213145,0.20156548050516235
-1,4,45,84,269,00269.csv,0.5201042033513208,0.06717189544213145,0.20156548050516235
0,24,45,85,270,00270.csv,0.5201042033513208,0.07245847133697637,0.21354448734229942
1,4,45,86,271,00271.csv,0.5201042033513208,0.07245847133697637,0.21354448734229942
0,24,45,87,272,00272.csv,0.5201042033513208,0.06722304587607884,0.20174576068280078
-1,4,45,88,273,00273.csv,0.5475159774821697,0.06722304587607884,0.20174576068280078
1,4,45,89,274,00274.csv,0.5475159774821697,0.06722304587607884,0.20174576068280078
-1,4,45,90,275,00275.csv,0.5387902486976068,0.06722304587607884,0.20174576068280078
1,4,45,91,276,00276.csv,0.5387902486976068,0.06722304587607884,0.20174576068280078
-1,4,45,92,277,00277.csv,0.5281387871198545,0.06722304587607884,0.20174576068280078
1,4,45,93,278,00278.csv,0.5281387871198545,0.06722304587607884,0.20174576068280078
-1,4,45,94,279,00279.csv,0.5317049043404435,0.06722304587607884,0.20174576068280078
1,4,45,95,280,00280.csv,0.5317049043404435,0.06722304587607884,0.20174576068280078
-1,4,45,96,281,00281.csv,0.5254269976340356,0.06722304587607884,0.20174576068280078
0,24,45,97,282,00282.csv,0.5254269976340356,0.07496153357326217,0.22703595948815128
1,4,45,98,283,00283.csv,0.5254269976340356,0.07496153357326217,0.22703595948815128
0,24,45,99,284,00284.csv,0.5254269976340356,0.06792824323644793,0.20275269685697062
-1,4,45,100,285,00285.csv,0.5213666565276586,0.06792824323644793,0.20275269685697062
1,4,45,101,286,00286.csv,0.5213666565276586,0.06792824323644793,0.20275269685697062
-1,4,45,102,287,00287.csv,0.5152992964817585,0.06792824323644793,0.20275269685697062
1,4,45,103,288,00288.csv,0.5152992964817585,0.06792824323644793,0.20275269685697062
-1,4,45,104,289,00289.csv,0.5110298133759776,0.06792824323644793,0.20275269685697062
1,4,45,105,290,00290.csv,0.5110298133759776,0.06792824323644793,0.20275269685697062
-1,4,45,106,291,00291.csv,0.5190369256046445,0.06792824323644793,0.20275269685697062
1,4,45,107,292,00292.csv,0.5190369256046445,0.06792824323644793,0.20275269685697062
-1,4,45,108,293,00293.csv,0.507893172123548,0.06792824323644793,0.20275269685697062
0,24,45,109,294,00294.csv,0.507893172123548,0.07386051557509912,0.22508710712665192
1,4,45,110,295,00295.csv,0.507893172123548,0.07386051557509912,0.22508710712665192
0,24,45,111,296,00296.csv,0.507893172123548,0.0701380454906952,0.196815431006854
-1,4,45,112,297,00297.csv,0.5082123361118827,0.0701380454906952,0.196815431006854
1,4,45,113,298,00298.csv,0.5082123361118827,0.0701380454906952,0.196815431006854
-1,4,45,114,299,00299.csv,0.511586835401793,0.0701380454906952,0.196815431006854
1,4,45,115,300,00300.csv,0.511586835401793,0.0701380454906952,0.196815431006854
-1,4,45,116,301,00301.csv,0.500107846148278,0.0701380454906952,0.196815431006854
1,4,45,117,302,00302.csv,0.500107846148278,0.0701380454906952,0.196815431006854
-1,4,45,118,303,00303.csv,0.5009958169048214,0.0701380454906952,0.196815431006854
1,4,45,119,304,00304.csv,0.5009958169048214,0.0701380454906952,0.196815431006854
-1,4,45,120,305,00305.csv,0.5051341192503574,0.0701380454906952,0.196815431006854
0,24,45,121,306,00306.csv,0.5051341192503574,0.07386654646997703,0.2381239833394046
1,4,45,122,307,00307.csv,0.5051341192503574,0.07386654646997703,0.2381239833394046
0,24,45,123,308,00308.csv,0.5051341192503574,0.06923472773687045,0.22268952881824297
-1,4,45,124,309,00309.csv,0.49246921864494,0.06923472773687045,0.22268952881824297
1,4,45,125,310,00310.csv,0.49246921864494,0.06923472773687045,0.22268952881824297
-1,4,45,126,311,00311.csv,0.5029819037228109,0.06923472773687045,0.22268952881824297
1,4,45,127,312,00312.csv,0.5029819037228109,0.06923472773687045,0.22268952881824297
-1,4,45,128,313,00313.csv,0.4941734388661839,0.06923472773687045,0.22268952881824297
1,4,45,129,314,00314.csv,0.4941734388661839,0.06923472773687045,0.22268952881824297
-1,4,45,130,315,00315.csv,0.4996962847552449,0.06923472773687045,0.22268952881824297
1,4,45,131,316,00316.csv,0.4996962847552449,0.06923472773687045,0.22268952881824297
-1,4,45,132,317,00317.csv,0.4878409363639492,0.06923472773687045,0.22268952881824297
0,24,45,133,318,00318.csv,0.4878409363639492,0.07372473154588859,0.22460107023553658
1,4,45,134,319,00319.csv,0.4878409363639492,0.07372473154588859,0.22460107023553658
0,24,45,135,320,00320.csv,0.4878409363639492,0.06918822196275749,0.21798416227758713
-1,4,45,136,321,00321.csv,0.4935108963107044,0.06918822196275749,0.21798416227758713
0,24,45,137,322,00322.csv,0.4935108963107044,0.07606657170682118,0.22632845511267424
1,4,45,138,323,00323.csv,0.4935108963107044,0.07606657170682118,0.22632845511267424
